"","EncID","PhotoFile","Ycoord","Xcoord","Date","Time","AgeCat","IndID","Distance","Xzeb","Yzeb"
"213",213,"z20170802_125413_0089a.JPG",-25.6689,29.0226,2017-08-02,12:53:00,"Ad",72,134,29.0219,-25.6699
"214",214,"z20170802_130538_0093a.JPG",-25.667,29.02,2017-08-02,13:04:00,"Ad",122,128,29.0192,-25.6679
"215",215,"z20170802_130811_0096a.JPG",-25.667,29.02,2017-08-02,13:07:00,"Ad",123,128,29.0189,-25.6676
"216",216,"z20170802_131314_0097a.JPG",-25.6668,29.0197,2017-08-02,13:12:00,"Ad",123,128,29.0189,-25.6676
"217",217,"z20170802_131336_0098a.JPG",-25.6667,29.0198,2017-08-02,13:12:00,"Ad",124,128,29.0189,-25.6676
"218",218,"z20170802_131402_0099a.JPG",-25.6666,29.0198,2017-08-02,13:13:00,"Ad",125,128,29.0189,-25.6676
"219",219,"z20170802_131518_0100a.JPG",-25.6665,29.0194,2017-08-02,13:14:00,"Ad",126,93,29.0187,-25.667
"220",220,"z20170802_131655_0101a.JPG",-25.6664,29.0194,2017-08-02,13:16:00,"Ad",127,93,29.0187,-25.667
"221",221,"z20170802_132010_0102a.JPG",-25.6664,29.0193,2017-08-02,13:19:00,"Ad",127,93,29.0187,-25.667
"222",222,"z20170802_132030_0103a.JPG",-25.6664,29.0193,2017-08-02,13:19:00,"Ad",125,93,29.0187,-25.667
"223",223,"z20170802_132030_0103b.JPG",-25.6664,29.0193,2017-08-02,13:19:00,"Ad",122,93,29.0187,-25.667
"224",224,"z20170802_132134_0105a.JPG",-25.6661,29.0189,2017-08-02,13:20:00,"Ad",85,62,29.0185,-25.6665
"225",225,"z20170802_134234_0116a.JPG",-25.6597,29.011,2017-08-02,13:41:00,"Ad",128,70,29.0108,-25.659
"226",226,"z20170802_134242_0117a.JPG",-25.6597,29.011,2017-08-02,13:41:00,"Ad",129,70,29.0108,-25.659
"227",227,"z20170802_134504_0119a.JPG",-25.6596,29.011,2017-08-02,13:44:00,"Ad",78,70,29.0108,-25.659
"228",228,"z20170802_134523_0120a.JPG",-25.6596,29.011,2017-08-02,13:44:00,"Ad",82,70,29.0108,-25.659
"229",229,"z20170802_134800_0124a.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Jv",79,134,29.0095,-25.6614
"230",230,"z20170802_134800_0124b.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",80,134,29.0095,-25.6614
"231",231,"z20170802_134800_0124c.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",81,134,29.0095,-25.6614
"232",232,"z20170802_134800_0124d.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",82,134,29.0095,-25.6614
"233",233,"z20170802_134800_0124e.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",87,134,29.0095,-25.6614
"234",234,"z20170802_134802_0125a.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",86,134,29.0095,-25.6614
"235",235,"z20170802_134810_0126a.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",78,134,29.0095,-25.6614
"236",236,"z20170802_134833_0127a.JPG",-25.6602,29.0091,2017-08-02,13:47:00,"Ad",86,134,29.0095,-25.6614
"237",237,"z20170802_134924_0128a.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",78,134,29.0095,-25.6614
"238",238,"z20170802_134924_0128b.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",130,134,29.0095,-25.6614
"239",239,"z20170802_134924_0128c.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",86,134,29.0095,-25.6614
"240",240,"z20170802_134924_0128d.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",128,134,29.0095,-25.6614
"241",241,"z20170802_134928_0129a.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",86,134,29.0095,-25.6614
"242",242,"z20170802_134928_0129b.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",130,134,29.0095,-25.6614
"243",243,"z20170802_134928_0129c.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",80,134,29.0095,-25.6614
"244",244,"z20170802_134928_0129d.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",128,134,29.0095,-25.6614
"245",245,"z20170802_134931_0130a.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",78,134,29.0095,-25.6614
"246",246,"z20170802_134931_0130b.JPG",-25.6602,29.0091,2017-08-02,13:48:00,"Ad",86,134,29.0095,-25.6614
"247",247,"z20170802_135200_0136a.JPG",-25.6602,29.0091,2017-08-02,13:51:00,"Ad",77,181,29.009,-25.6599
"248",248,"z20170802_135200_0136b.JPG",-25.6602,29.0091,2017-08-02,13:51:00,"Ad",131,181,29.009,-25.6599
"249",249,"z20170802_140652_0146a.JPG",-25.663,29.0083,2017-08-02,14:06:00,"Ad",132,0,29.0083,-25.663
"250",250,"z20170802_140841_0148a.JPG",-25.664,29.0078,2017-08-02,14:07:00,"Ad",89,0,29.0078,-25.664
"251",251,"z20170802_141346_0149a.JPG",-25.6654,29.0069,2017-08-02,14:12:00,"Ad",133,0,29.0069,-25.6654
"252",252,"z20170802_141349_0150a.JPG",-25.6654,29.0069,2017-08-02,14:12:00,"Ad",134,0,29.0069,-25.6654
"253",253,"z20170802_141607_0155a.JPG",-25.6657,29.0066,2017-08-02,14:15:00,"Ad",93,0,29.0066,-25.6657
"254",254,"z20170802_151716_0182a.JPG",-25.7041,29.0057,2017-08-02,15:16:00,"Ad",135,130,29.0051,-25.7031
"255",255,"z20170802_151718_0183a.JPG",-25.7041,29.0057,2017-08-02,15:16:00,"Ad",136,130,29.0051,-25.7031
"256",256,"z20170802_152421_0184a.JPG",-25.7055,29.0034,2017-08-02,15:23:00,"Ad",53,168,29.0021,-25.7047
"257",257,"z20170802_152456_0186a.JPG",-25.7055,29.0034,2017-08-02,15:24:00,"Ad",18,168,29.0021,-25.7047
"258",258,"z20170802_152512_0187a.JPG",-25.7055,29.0034,2017-08-02,15:24:00,"Ad",32,168,29.0021,-25.7047
"259",259,"z20170802_152529_0188a.JPG",-25.7055,29.0034,2017-08-02,15:24:00,"Ad",137,168,29.0021,-25.7047
"260",260,"z20170802_152535_0189a.JPG",-25.7055,29.0034,2017-08-02,15:24:00,"Ad",29,168,29.0021,-25.7047
"261",261,"z20170802_152535_0189b.JPG",-25.7055,29.0034,2017-08-02,15:24:00,"Ad",31,168,29.0021,-25.7047
"262",262,"z20170803_095311_0011a.JPG",-25.7111,28.9606,2017-08-03,09:52:00,"Jv",138,116,28.9618,-25.711
"263",263,"z20170803_095744_0013a.JPG",-25.713,28.9611,2017-08-03,09:56:00,"Ad",139,116,28.9621,-25.7125
"264",264,"z20170803_095824_0014a.JPG",-25.713,28.9611,2017-08-03,09:57:00,"Ad",139,116,28.9621,-25.7125
"265",265,"z20170803_112757_0035a.JPG",-25.7124,28.9892,2017-08-03,11:24:00,"Ad",140,160,28.9887,-25.711
"266",266,"z20170803_112828_0037a.JPG",-25.7123,28.9895,2017-08-03,11:27:00,"Ad",12,160,28.9887,-25.711
"267",267,"z20170803_112837_0038a.JPG",-25.7123,28.9895,2017-08-03,11:27:00,"Ad",48,160,28.9887,-25.711
"268",268,"z20170803_113158_0042a.JPG",-25.7123,28.9895,2017-08-03,11:31:00,"Ad",141,160,28.9887,-25.711
"269",269,"z20170803_113158_0042b.JPG",-25.7123,28.9895,2017-08-03,11:31:00,"Ad",142,160,28.9887,-25.711
"270",270,"z20170803_130156_0057b.JPG",-25.6919,29.0569,2017-08-03,13:01:00,"Ad",143,62,29.0569,-25.6913
"271",271,"z20170803_130201_0058a.JPG",-25.6919,29.0569,2017-08-03,13:01:00,"Ad",144,62,29.0569,-25.6913
"272",272,"z20170803_130204_0059a.JPG",-25.6919,29.0569,2017-08-03,13:01:00,"Ad",145,62,29.0569,-25.6913
"273",273,"z20170803_130354_0061a.JPG",-25.6919,29.0577,2017-08-03,13:03:00,"Ad",143,62,29.0577,-25.6913
"274",274,"z20170803_130425_0062a.JPG",-25.6918,29.0576,2017-08-03,13:03:00,"Ad",145,62,29.0577,-25.6913
"275",275,"z20170803_131548_0064a.JPG",-25.6803,29.0488,2017-08-03,13:14:00,"Ad",146,57,29.0486,-25.6808
"276",276,"z20170803_131629_0068a.JPG",-25.6803,29.0488,2017-08-03,13:15:37,"Jv",147,132,29.0482,-25.6815
"277",277,"z20170803_131643_0070a.JPG",-25.6803,29.0488,2017-08-03,13:15:51,"Ad",120,132,29.0482,-25.6815
"278",278,"z20170803_131643_0070b.JPG",-25.6803,29.0488,2017-08-03,13:15:51,"Jv",147,132,29.0482,-25.6815
"279",279,"z20170803_131643_0070c.JPG",-25.6803,29.0488,2017-08-03,13:15:51,"Ad",148,132,29.0482,-25.6815
"280",280,"z20170803_131643_0070d.JPG",-25.6803,29.0488,2017-08-03,13:15:51,"Ad",149,132,29.0482,-25.6815
"281",281,"z20170803_131658_0071a.JPG",-25.6803,29.0488,2017-08-03,13:16:06,"Ad",120,132,29.0482,-25.6815
"282",282,"z20170803_131729_0072a.JPG",-25.6803,29.0487,2017-08-03,13:16:37,"Jv",150,132,29.0482,-25.6814
"283",283,"z20170803_131729_0072b.JPG",-25.6803,29.0487,2017-08-03,13:16:37,"Ad",151,132,29.0482,-25.6814
"284",284,"z20170803_131735_0073a.JPG",-25.6803,29.0487,2017-08-03,13:16:43,"Ad",152,132,29.0482,-25.6814
"285",285,"z20170803_131735_0073b.JPG",-25.6803,29.0487,2017-08-03,13:16:43,"Ad",146,132,29.0482,-25.6814
"286",286,"z20170803_131735_0073c.JPG",-25.6803,29.0487,2017-08-03,13:16:43,"Jv",150,132,29.0482,-25.6814
"287",287,"z20170803_131800_0074a.JPG",-25.6803,29.0487,2017-08-03,13:17:08,"Ad",151,132,29.0482,-25.6814
"288",288,"z20170803_131819_0075a.JPG",-25.6803,29.0487,2017-08-03,13:17:27,"Ad",153,132,29.0482,-25.6814
"289",289,"z20170803_132148_0077a.JPG",-25.6798,29.0474,2017-08-03,13:20:56,"Ad",154,159,29.0471,-25.6812
"290",290,"z20170803_132148_0077b.JPG",-25.6798,29.0474,2017-08-03,13:20:56,"Ad",155,159,29.0471,-25.6812
"291",291,"z20170803_132243_0079a.JPG",-25.6798,29.0474,2017-08-03,13:21:51,"Jv",156,159,29.0471,-25.6812
"292",292,"z20170803_133259_0087a.JPG",-25.68,29.0415,2017-08-03,13:32:07,"Ad",157,63,29.0412,-25.6805
"293",293,"z20170803_133301_0088a.JPG",-25.68,29.0415,2017-08-03,13:32:09,"Ad",158,63,29.0412,-25.6805
"294",294,"z20170803_134227_0089a.JPG",-25.6772,29.0367,2017-08-03,13:41:48,"Ad",159,42,29.0365,-25.6775
"295",295,"z20170803_134240_0090a.JPG",-25.6772,29.0367,2017-08-03,13:41:48,"Jv",160,42,29.0365,-25.6775
"296",296,"z20170803_134253_0091a.JPG",-25.6772,29.0367,2017-08-03,13:42:01,"Ad",159,42,29.0365,-25.6775
"297",297,"z20170803_134355_0093a.JPG",-25.6768,29.036,2017-08-03,13:43:03,"Ad",159,42,29.0358,-25.6771
"298",298,"z20170803_134357_0094a.JPG",-25.6768,29.036,2017-08-03,13:43:05,"Ad",161,42,29.0358,-25.6771
"299",299,"z20170803_134358_0095a.JPG",-25.6768,29.036,2017-08-03,13:43:05,"Jv",160,42,29.0358,-25.6771
"300",300,"z20170803_134359_0096a.JPG",-25.6768,29.036,2017-08-03,13:43:07,"Ad",159,42,29.0358,-25.6771
"301",301,"z20170803_134404_0097a.JPG",-25.6768,29.036,2017-08-03,13:43:12,"Ad",162,42,29.0358,-25.6771
"302",302,"z20170803_134548_0102a.JPG",-25.6766,29.0358,2017-08-03,13:44:55,"Ad",163,42,29.0356,-25.677
"303",303,"z20170803_135416_0114a.JPG",-25.6707,29.0252,2017-08-03,13:53:25,"Ad",72,175,29.0243,-25.672
"304",304,"z20170803_140638_0124a.JPG",-25.666,29.0189,2017-08-03,14:05:46,"Ad",164,46,29.0187,-25.6663
"305",305,"z20170803_140731_0125a.JPG",-25.666,29.0189,2017-08-03,14:06:39,"Ad",133,46,29.0187,-25.6663
"306",306,"z20170803_140934_0128a.JPG",-25.6651,29.0179,2017-08-03,14:08:42,"Ad",89,39,29.0176,-25.6654
"307",307,"z20170803_141030_0131a.JPG",-25.665,29.0177,2017-08-03,14:09:38,"Ad",89,39,29.0175,-25.6653
"308",308,"z20170803_141030_0131b.JPG",-25.665,29.0177,2017-08-03,14:09:38,"Ad",90,39,29.0175,-25.6653
"309",309,"z20170803_141257_0132a.JPG",-25.6628,29.0162,2017-08-03,14:12:05,"Jv",165,108,29.0153,-25.6633
"310",310,"z20170803_141309_0135a.JPG",-25.6628,29.0162,2017-08-03,14:12:17,"Ad",166,108,29.0153,-25.6633
"311",311,"z20170803_141327_0138a.JPG",-25.6628,29.0162,2017-08-03,14:12:35,"Ad",125,108,29.0153,-25.6633
"312",312,"z20170803_141327_0138b.JPG",-25.6628,29.0162,2017-08-03,14:12:35,"Jv",167,108,29.0153,-25.6633
"313",313,"z20170803_141359_0140a.JPG",-25.6628,29.0162,2017-08-03,14:13:07,"Ad",123,108,29.0153,-25.6633
"314",314,"z20170803_141429_0141a.JPG",-25.6628,29.0162,2017-08-03,14:13:37,"Ad",168,149,29.0149,-25.6635
"315",315,"z20170803_141441_0144a.JPG",-25.6628,29.0162,2017-08-03,14:13:49,"Ad",168,149,29.0149,-25.6635
"316",316,"z20170803_141527_0145a.JPG",-25.6624,29.0161,2017-08-03,14:14:35,"Ad",123,149,29.0147,-25.6629
"317",317,"z20170803_141612_0147a.JPG",-25.6618,29.0159,2017-08-03,14:15:21,"Ad",80,149,29.0144,-25.6619
"318",318,"z20170803_141737_0150a.JPG",-25.6615,29.0159,2017-08-03,14:16:45,"Ad",82,149,29.0144,-25.6615
"319",319,"z20170803_141737_0150b.JPG",-25.6615,29.0159,2017-08-03,14:16:45,"Ad",86,149,29.0144,-25.6615
"320",320,"z20170803_141807_0152a.JPG",-25.6615,29.0159,2017-08-03,14:17:16,"Ad",182,149,29.0144,-25.6615
"321",321,"z20170803_142219_0154a.JPG",-25.6585,29.0147,2017-08-03,12:21:28,"Ad",128,49,29.0148,-25.6589
"322",322,"z20170803_142247_0155a.JPG",-25.6587,29.0142,2017-08-03,14:21:55,"Ad",130,49,29.0142,-25.659
"323",323,"z20170803_142311_0156a.JPG",-25.6587,29.0141,2017-08-03,14:22:19,"Ad",128,49,29.0142,-25.6591
"324",324,"z20170803_142325_0157a.JPG",-25.6587,29.0141,2017-08-03,14:22:33,"Ad",130,49,29.0142,-25.6591
"325",325,"z20170803_142335_0158a.JPG",-25.6587,29.0141,2017-08-03,14:22:43,"Ad",128,49,29.0142,-25.6591
"326",326,"z20170803_142515_0159a.JPG",-25.6593,29.0121,2017-08-03,14:24:23,"Ad",169,103,29.0125,-25.6602
"327",327,"z20170803_143424_0168a.JPG",-25.6653,29.0069,2017-08-03,14:33:32,"Ad",170,94,29.0076,-25.6658
"328",328,"z20170803_143757_0171a.JPG",-25.6662,29.0063,2017-08-03,14:37:05,"Ad",171,154,29.0077,-25.6668
"329",329,"z20170803_143807_0173b.JPG",-25.6662,29.0063,2017-08-03,14:37:15,"Ad",172,154,29.0077,-25.6668
"330",330,"z20170803_145945_0181a.JPG",-25.6746,29.009,2017-08-03,14:58:53,"Ad",92,0,29.009,-25.6746
"331",331,"z20170803_145956_0182a.JPG",-25.6746,29.009,2017-08-03,14:59:04,"Jv",173,0,29.009,-25.6746
"332",332,"z20170803_150013_0183a.JPG",-25.6745,29.009,2017-08-03,14:59:21,"Jv",174,0,29.009,-25.6745
"333",333,"z20170803_150058_0184a.JPG",-25.6747,29.0091,2017-08-03,15:00:06,"Ad",91,0,29.0091,-25.6747
"334",334,"z20170803_150122_0186a.JPG",-25.6749,29.0092,2017-08-03,15:00:30,"Ad",175,0,29.0092,-25.6749
"335",336,"z20170803_152539_0195a.JPG",-25.7043,29.0012,2017-08-03,15:24:47,"Ad",177,52,29.0012,-25.7038
"336",337,"z20170803_152541_0196a.JPG",-25.7043,29.0012,2017-08-03,15:24:48,"Ad",178,52,29.0012,-25.7038
"337",338,"z20170803_152620_0197a.JPG",-25.7043,29.0017,2017-08-03,15:25:27,"Ad",179,52,29.0018,-25.7038
"338",339,"z20170803_152620_0197b.JPG",-25.7043,29.0017,2017-08-03,15:25:27,"Ad",180,52,29.0018,-25.7038
"339",340,"z20170803_152630_0198a.JPG",-25.7043,29.0017,2017-08-03,15:25:38,"Ad",180,52,29.0018,-25.7038
"340",341,"z20170803_152634_0199a.JPG",-25.7043,29.0017,2017-08-03,15:25:42,"Ad",179,52,29.0018,-25.7038
"341",342,"z20170803_152723_0201a.JPG",-25.7044,29.002,2017-08-03,15:26:31,"Ad",181,52,29.002,-25.7039
"342",343,"z20170803_152751_0202a.JPG",-25.7044,29.002,2017-08-03,15:26:59,"Ad",178,52,29.002,-25.7039
"343",344,"z20170803_152751_0202b.JPG",-25.7044,29.002,2017-08-03,15:26:59,"Ad",179,52,29.002,-25.7039
"344",345,"z20170803_153522_0205a.JPG",-25.7088,28.9955,2017-08-03,15:34:30,"Ad",32,0,28.9955,-25.7088
"345",346,"z20170803_153621_0210a.JPG",-25.7088,28.9955,2017-08-03,15:35:29,"Ad",31,0,28.9955,-25.7088
"346",347,"z20170804_072224_0001a.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Jv",109,108,28.9462,-25.6994
"347",348,"z20170804_072224_0001b.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Jv",112,108,28.9462,-25.6994
"348",349,"z20170804_072224_0001c.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Ad",108,108,28.9462,-25.6994
"349",350,"z20170804_072237_0002a.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Ad",113,108,28.9462,-25.6994
"350",351,"z20170804_072240_0003a.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Ad",111,108,28.9462,-25.6994
"351",352,"z20170804_072404_0006a.JPG",-25.7002,28.9466,2017-08-04,05:22:00,"Ad",111,108,28.9462,-25.6994
"352",353,"z20170804_072404_0006b.JPG",-25.7002,28.9466,2017-08-04,07:22:00,"Ad",113,108,28.9462,-25.6994
"353",354,"z20170804_083919_0016a.JPG",-25.6882,28.9455,2017-08-04,08:38:26,"Ad",185,101,28.9447,-25.6887
"354",355,"z20170804_084924_0035a.JPG",-25.695,28.9424,2017-08-04,08:48:32,"Ad",103,0,28.9424,-25.695
"355",356,"z20170804_084924_0035b.JPG",-25.695,28.9424,2017-08-04,08:48:32,"Jv",106,0,28.9424,-25.695
"356",357,"z20170804_085020_0037a.JPG",-25.695,28.9424,2017-08-04,08:49:27,"Ad",105,0,28.9424,-25.695
"357",358,"z20170804_085341_0038a.JPG",-25.6958,28.9418,2017-08-04,08:52:49,"Ad",107,0,28.9418,-25.6958
"358",359,"z20170804_092349_0048a.JPG",-25.7123,28.9516,2017-08-04,09:22:56,"Ad",186,102,28.951,-25.7115
"359",360,"z20170804_114257_0104a.JPG",-25.6918,29.0602,2017-08-04,11:42:04,"Ad",187,113,29.0602,-25.6908
"360",361,"z20170804_114834_0106b.JPG",-25.692,29.055,2017-08-04,11:47:42,"Ad",188,150,29.0553,-25.6933
"361",362,"z20170804_115456_0110a.JPG",-25.6878,29.0563,2017-08-04,11:54:04,"Ad",190,85,29.057,-25.6875
"362",363,"z20170804_115650_0111a.JPG",-25.6878,29.0563,2017-08-04,11:55:58,"Ad",191,85,29.057,-25.6875
"363",364,"z20170804_115659_0114a.JPG",-25.6878,29.0563,2017-08-04,11:56:06,"Ad",190,85,29.057,-25.6875
"364",365,"z20170804_115710_0115a.JPG",-25.6878,29.0563,2017-08-04,11:56:17,"Ad",192,85,29.057,-25.6875
"365",366,"z20170804_121247_0124a.JPG",-25.6802,29.0486,2017-08-04,12:11:55,"Ad",149,158,29.0493,-25.679
"366",367,"z20170804_122315_0136a.JPG",-25.6796,29.0465,2017-08-04,12:22:22,"Ad",193,158,29.0464,-25.681
"367",368,"z20170804_122315_0136b.JPG",-25.6796,29.0465,2017-08-04,12:22:22,"Ad",162,158,29.0464,-25.681
"368",369,"z20170804_122638_0140a.JPG",-25.6795,29.0462,2017-08-04,12:25:46,"Jv",160,57,29.0461,-25.68
"369",370,"z20170804_122725_0146a.JPG",-25.6795,29.0462,2017-08-04,10:26:32,"Ad",161,57,29.0461,-25.68
"370",371,"z20170804_122735_0147a.JPG",-25.6795,29.0462,2017-08-04,12:26:42,"Jv",160,57,29.0461,-25.68
"371",372,"z20170804_123129_0149a.JPG",-25.6793,29.0456,2017-08-04,12:30:37,"Jv",67,110,29.0454,-25.6803
"372",373,"z20170804_123129_0149b.JPG",-25.6793,29.0456,2017-08-04,12:30:37,"Ad",194,110,29.0454,-25.6803
"373",374,"z20170804_123129_0149c.JPG",-25.6793,29.0456,2017-08-04,12:30:37,"Ad",71,110,29.0454,-25.6803
"374",375,"z20170804_123131_0150a.JPG",-25.6793,29.0456,2017-08-04,12:30:38,"Ad",70,110,29.0454,-25.6803
"375",376,"z20170804_123152_0153a.JPG",-25.6793,29.0455,2017-08-04,12:30:59,"Ad",121,110,29.0452,-25.6802
"376",378,"z20170804_131659_0166a.JPG",-25.6667,29.0195,2017-08-04,13:16:07,"Ad",195,50,29.0189,-25.6674
"377",379,"z20170804_132011_0170a.JPG",-25.6664,29.0194,2017-08-04,13:19:18,"Ad",196,50,29.0187,-25.6672
"378",380,"z20170804_132011_0170b.JPG",-25.6664,29.0194,2017-08-04,13:19:18,"Ad",197,50,29.0187,-25.6672
"379",381,"z20170804_132103_0173a.JPG",-25.6662,29.0191,2017-08-04,13:20:10,"Ad",198,50,29.0188,-25.6665
"380",382,"z20170804_132114_0174a.JPG",-25.6661,29.0189,2017-08-04,13:20:21,"Ad",199,50,29.0186,-25.6664
"381",383,"z20170804_132148_0176a.JPG",-25.666,29.019,2017-08-04,13:20:56,"Ad",195,50,29.0182,-25.6669
"382",384,"z20170804_132153_0177a.JPG",-25.666,29.019,2017-08-04,13:21:01,"Ad",83,50,29.0182,-25.6669
"383",385,"z20170804_132627_0183a.JPG",-25.6654,29.0183,2017-08-04,13:25:35,"Ad",200,40,29.018,-25.6657
"384",386,"z20170804_132641_0186a.JPG",-25.6654,29.0183,2017-08-04,13:25:48,"Ad",198,40,29.018,-25.6657
"385",387,"z20170804_132642_0187a.JPG",-25.6654,29.0183,2017-08-04,13:25:50,"Ad",92,40,29.018,-25.6657
"386",388,"z20170804_132809_0188a.JPG",-25.6652,29.018,2017-08-04,13:27:17,"Ad",124,40,29.0177,-25.6655
"387",389,"z20170804_133013_0189a.JPG",-25.6651,29.0179,2017-08-04,13:29:20,"Ad",91,114,29.0172,-25.6659
"388",390,"z20170804_133013_0189b.JPG",-25.6651,29.0179,2017-08-04,13:29:20,"Ad",92,114,29.0172,-25.6659
"389",391,"z20170804_133347_0192a.JPG",-25.6647,29.0175,2017-08-04,13:32:54,"Ad",201,114,29.0167,-25.6656
"390",392,"z20170804_133347_0192b.JPG",-25.6647,29.0175,2017-08-04,13:32:54,"Ad",202,114,29.0167,-25.6656
"391",393,"z20170804_135012_0205a.JPG",-25.6597,29.0106,2017-08-04,13:49:20,"Ad",127,0,29.0106,-25.6597
"392",394,"z20170804_135019_0206a.JPG",-25.6597,29.0106,2017-08-04,13:49:27,"Ad",97,0,29.0106,-25.6597
"393",395,"z20170804_135037_0207a.JPG",-25.6597,29.0106,2017-08-04,13:49:45,"Ad",131,0,29.0106,-25.6597
"394",396,"z20170804_135144_0208a.JPG",-25.66,29.0098,2017-08-04,13:50:52,"Ad",131,0,29.0098,-25.66
"395",397,"z20170804_135145_0209a.JPG",-25.66,29.0098,2017-08-04,13:50:53,"Ad",131,0,29.0098,-25.66
"396",398,"z20170804_135156_0212b.JPG",-25.66,29.0098,2017-08-04,13:51:04,"Ad",77,0,29.0098,-25.66
"397",399,"z20170804_135203_0213a.JPG",-25.66,29.0098,2017-08-04,13:51:10,"Ad",204,0,29.0098,-25.66
"398",400,"z20170804_135203_0213b.JPG",-25.66,29.0098,2017-08-04,13:51:10,"Ad",205,0,29.0098,-25.66
"399",401,"z20170804_135418_0214a.JPG",-25.66,29.0098,2017-08-04,13:53:25,"Ad",205,0,29.0098,-25.66
"400",402,"z20170804_135808_0216a.JPG",-25.6616,29.0084,2017-08-04,13:57:15,"Ad",127,0,29.0084,-25.6616
"401",403,"z20170804_135823_0217a.JPG",-25.6616,29.0084,2017-08-04,13:57:30,"Ad",206,0,29.0084,-25.6616
"402",404,"z20170804_135849_0218b.JPG",-25.6616,29.0084,2017-08-04,13:57:56,"Ad",207,0,29.0084,-25.6616
"403",405,"z20170804_140423_0220a.JPG",-25.6666,29.0061,2017-08-04,14:03:30,"Ad",208,111,29.0051,-25.6664
"404",406,"z20170804_141004_0221a.JPG",-25.6748,29.0092,2017-08-04,14:09:12,"Ad",209,0,29.0092,-25.6748
"405",407,"z20170804_141107_0222a.JPG",-25.6759,29.0099,2017-08-04,14:10:15,"Ad",210,0,29.0099,-25.6759
"406",408,"z20170804_141127_0225a.JPG",-25.6759,29.0099,2017-08-04,14:10:35,"Jv",211,0,29.0099,-25.6759
"407",409,"z20170804_141406_0228a.JPG",-25.6762,29.0101,2017-08-04,14:13:14,"Ad",212,0,29.0101,-25.6762
"408",410,"z20170804_141448_0229a.JPG",-25.6765,29.0102,2017-08-04,14:13:56,"Ad",212,0,29.0102,-25.6765
"409",411,"z20170804_143025_0230a.JPG",-25.699,28.9919,2017-08-04,14:29:40,"Ad",213,80,28.9912,-25.699
"410",412,"z20170804_143032_0232a.JPG",-25.699,28.9919,2017-08-04,14:29:40,"Ad",214,80,28.9912,-25.699
"411",413,"z20170804_143121_0233a.JPG",-25.699,28.992,2017-08-04,14:30:29,"Jv",215,80,28.9912,-25.699
"412",414,"z20170804_143959_0235a.JPG",-25.7043,29.0008,2017-08-04,14:39:07,"Ad",216,111,29.0009,-25.7033
"413",415,"z20170804_144806_0236a.JPG",-25.7085,28.9979,2017-08-04,14:47:13,"Ad",217,130,28.9985,-25.7096
"414",416,"z20170804_144828_0237a.JPG",-25.7085,28.9979,2017-08-04,14:47:36,"Ad",218,130,28.9985,-25.7096
"415",417,"z20170804_144830_0238a.JPG",-25.7085,28.9979,2017-08-04,14:47:38,"Ad",217,130,28.9985,-25.7096
"416",418,"z20170804_145200_0239a.JPG",-25.7087,28.9958,2017-08-04,14:51:08,"Ad",219,0,28.9958,-25.7087
"417",419,"z20170804_145310_0240a.JPG",-25.7088,28.9954,2017-08-04,14:52:18,"Ad",220,0,28.9954,-25.7088
"418",420,"z20170804_145310_0240b.JPG",-25.7088,28.9954,2017-08-04,14:52:18,"Ad",219,0,28.9954,-25.7088
"419",421,"z20170804_145328_0241a.JPG",-25.7089,28.9952,2017-08-04,14:52:35,"Ad",221,0,28.9952,-25.7089
"420",422,"z20170804_145335_0242a.JPG",-25.709,28.9952,2017-08-04,14:52:42,"Ad",222,0,28.9952,-25.709
"421",423,"z20170804_145341_0243a.JPG",-25.709,28.9951,2017-08-04,14:52:49,"Ad",223,0,28.9951,-25.709
"422",424,"z20170804_145341_0243b.JPG",-25.709,28.9951,2017-08-04,14:52:49,"Ad",224,0,28.9951,-25.709
"423",425,"z20170804_145351_0244a.JPG",-25.709,28.9951,2017-08-04,14:52:58,"Ad",179,0,28.9951,-25.709
"424",426,"z20170804_145359_0245a.JPG",-25.709,28.9951,2017-08-04,14:53:06,"Ad",225,0,28.9951,-25.709
